date,admin_level,admin_name,water_km2,baseline_km2,anomaly_km2,flood_km2,is_flood
2025-01-03,ADM2,Barkin Ladi,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Barkin Ladi,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Barkin Ladi,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Barkin Ladi,0.0,0.0,0.0,0.0,0
2025-01-08,ADM2,Barkin Ladi,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Barkin Ladi,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Barkin Ladi,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Barkin Ladi,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Barkin Ladi,15.642,0.0,15.642,15.642,1
2025-01-15,ADM2,Barkin Ladi,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Baruten,0.0,0.0,0.0,0.0,0
2024-08-24,ADM2,Baruten,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Baruten,0.2889,0.0,0.0,0.0,0
2024-08-27,ADM2,Baruten,0.0,0.0,0.0,0.0,0
2024-08-29,ADM2,Baruten,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Baruten,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Baruten,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Baruten,0.1106999999999999,0.0,0.0,0.0,0
2024-09-03,ADM2,Baruten,0.0,0.0,0.0,0.0,0
2025-01-01,ADM2,Baruten,0.0,0.0,0.0,0.0,0
2025-01-03,ADM2,Baruten,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Baruten,0.1953,0.0,0.1953,0.1953,0
2025-01-05,ADM2,Baruten,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Baruten,0.0,0.0,0.0,0.0,0
2025-01-08,ADM2,Baruten,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Baruten,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Baruten,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Baruten,0.0315,0.0,0.0315,0.0315,0
2025-01-13,ADM2,Baruten,0.0,0.0,0.0,0.0,0
2025-01-15,ADM2,Baruten,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Bassa,0.846,0.0,0.0,0.0,0
2024-08-24,ADM2,Bassa,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Bassa,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Bassa,92.187,0.0,0.0,0.0,0
2024-08-29,ADM2,Bassa,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Bassa,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Bassa,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Bassa,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Bassa,1.1628,0.0,0.0,0.0,0
2025-01-01,ADM2,Bassa,1.2114,0.0,1.2114,1.2114,0
2025-01-03,ADM2,Bassa,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Bassa,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Bassa,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Bassa,96.7266,0.0,96.7266,96.7266,1
2025-01-08,ADM2,Bassa,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Bassa,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Bassa,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Bassa,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Bassa,1.1619000000000002,0.0,1.1619000000000002,1.1619000000000002,0
2025-01-15,ADM2,Bassa,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Batagarawa,0.0846,0.0,0.0,0.0,0
2024-08-24,ADM2,Batagarawa,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Batagarawa,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Batagarawa,0.0,0.0,0.0,0.0,0
2024-08-29,ADM2,Batagarawa,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Batagarawa,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Batagarawa,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Batagarawa,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Batagarawa,0.0,0.0,0.0,0.0,0
2025-01-01,ADM2,Batagarawa,0.0558,0.0,0.0558,0.0558,0
2025-01-03,ADM2,Batagarawa,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Batagarawa,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Batagarawa,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Batagarawa,0.0,0.0,0.0,0.0,0
2025-01-08,ADM2,Batagarawa,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Batagarawa,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Batagarawa,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Batagarawa,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Batagarawa,0.0414,0.0,0.0414,0.0414,0
2025-01-15,ADM2,Batagarawa,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Batsari,0.6246,0.0,0.0,0.0,0
2024-08-24,ADM2,Batsari,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Batsari,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Batsari,0.4292999999999999,0.0,0.0,0.0,0
2024-08-29,ADM2,Batsari,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Batsari,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Batsari,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Batsari,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Batsari,0.0,0.0,0.0,0.0,0
2025-01-01,ADM2,Batsari,0.927,0.0,0.927,0.927,0
2025-01-03,ADM2,Batsari,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Batsari,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Batsari,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Batsari,0.5427,0.0,0.5427,0.5427,0
2025-01-08,ADM2,Batsari,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Batsari,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Batsari,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Batsari,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Batsari,0.8496,0.0,0.8496,0.8496,0
2025-01-15,ADM2,Batsari,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Bauchi,17.225099999999998,0.0,0.0,0.0,0
2024-08-24,ADM2,Bauchi,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Bauchi,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Bauchi,0.0,0.0,0.0,0.0,0
2024-08-29,ADM2,Bauchi,35.2917,0.0,0.0,0.0,0
2024-08-30,ADM2,Bauchi,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Bauchi,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Bauchi,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Bauchi,4.6602,0.0,0.0,0.0,0
2025-01-01,ADM2,Bauchi,9.1566,0.0,9.1566,9.1566,1
2025-01-03,ADM2,Bauchi,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Bauchi,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Bauchi,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Bauchi,0.0,0.0,0.0,0.0,0
2025-01-08,ADM2,Bauchi,25.2873,0.0,25.2873,25.2873,1
2025-01-09,ADM2,Bauchi,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Bauchi,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Bauchi,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Bauchi,9.0243,0.0,9.0243,9.0243,1
2025-01-15,ADM2,Bauchi,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Baure,0.0009,0.0,0.0,0.0,0
2024-08-24,ADM2,Baure,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Baure,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Baure,0.0,0.0,0.0,0.0,0
2024-08-29,ADM2,Baure,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Baure,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Baure,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Baure,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Baure,0.0,0.0,0.0,0.0,0
2025-01-01,ADM2,Baure,0.0,0.0,0.0,0.0,0
2025-01-03,ADM2,Baure,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Baure,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Baure,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Baure,0.0,0.0,0.0,0.0,0
2025-01-08,ADM2,Baure,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Baure,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Baure,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Baure,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Baure,0.0018,0.0,0.0018,0.0018,0
2025-01-15,ADM2,Baure,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Bayo,0.0,0.0,0.0,0.0,0
2024-08-24,ADM2,Bayo,7.966799999999999,0.0,0.0,0.0,0
2024-08-25,ADM2,Bayo,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Bayo,0.0,0.0,0.0,0.0,0
2024-08-29,ADM2,Bayo,19.1709,0.0,0.0,0.0,0
2024-08-30,ADM2,Bayo,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Bayo,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Bayo,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Bayo,0.0,0.0,0.0,0.0,0
2025-01-01,ADM2,Bayo,0.0,0.0,0.0,0.0,0
2025-01-03,ADM2,Bayo,3.4353,0.0,3.4353,3.4353,0
2025-01-04,ADM2,Bayo,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Bayo,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Bayo,0.0,0.0,0.0,0.0,0
2025-01-08,ADM2,Bayo,7.9407,0.0,7.9407,7.9407,1
2025-01-09,ADM2,Bayo,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Bayo,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Bayo,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Bayo,0.0,0.0,0.0,0.0,0
2025-01-15,ADM2,Bayo,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Bebeji,50.1507,0.0,0.0,0.0,0
2024-08-24,ADM2,Bebeji,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Bebeji,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Bebeji,0.0,0.0,0.0,0.0,0
2024-08-29,ADM2,Bebeji,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Bebeji,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Bebeji,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Bebeji,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Bebeji,0.0,0.0,0.0,0.0,0
2025-01-01,ADM2,Bebeji,46.2033,0.0,46.2033,46.2033,1
2025-01-03,ADM2,Bebeji,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Bebeji,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Bebeji,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Bebeji,0.0,0.0,0.0,0.0,0
2025-01-08,ADM2,Bebeji,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Bebeji,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Bebeji,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Bebeji,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Bebeji,45.7416,0.0,45.7416,45.7416,1
2025-01-15,ADM2,Bebeji,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Bekwarra,0.0927,0.0,0.0,0.0,0
2024-08-24,ADM2,Bekwarra,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Bekwarra,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Bekwarra,0.0,0.0,0.0,0.0,0
2024-08-29,ADM2,Bekwarra,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Bekwarra,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Bekwarra,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Bekwarra,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Bekwarra,0.1071,0.0,0.0,0.0,0
2025-01-01,ADM2,Bekwarra,0.0576,0.0,0.0576,0.0576,0
2025-01-03,ADM2,Bekwarra,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Bekwarra,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Bekwarra,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Bekwarra,0.0,0.0,0.0,0.0,0
2025-01-08,ADM2,Bekwarra,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Bekwarra,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Bekwarra,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Bekwarra,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Bekwarra,0.0729,0.0,0.0729,0.0729,0
2025-01-15,ADM2,Bekwarra,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Bende,0.1395,0.0,0.0,0.0,0
2024-08-24,ADM2,Bende,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Bende,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Bende,0.1044,0.0,0.0,0.0,0
2024-08-29,ADM2,Bende,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Bende,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Bende,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Bende,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Bende,0.1584,0.0,0.0,0.0,0
2025-01-01,ADM2,Bende,0.1701,0.0,0.1701,0.1701,0
2025-01-03,ADM2,Bende,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Bende,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Bende,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Bende,0.0927,0.0,0.0927,0.0927,0
2025-01-08,ADM2,Bende,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Bende,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Bende,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Bende,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Bende,0.1935,0.0,0.1935,0.1935,0
2025-01-15,ADM2,Bende,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Biase,60.6006,0.0,0.0,0.0,0
2024-08-24,ADM2,Biase,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Biase,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Biase,60.59610000000001,0.0,0.0,0.0,0
2024-08-29,ADM2,Biase,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Biase,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Biase,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Biase,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Biase,63.4086,0.0,0.0,0.0,0
2025-01-01,ADM2,Biase,50.2173,0.0,50.2173,50.2173,1
2025-01-03,ADM2,Biase,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Biase,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Biase,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Biase,43.9092,0.0,43.9092,43.9092,1
2025-01-08,ADM2,Biase,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Biase,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Biase,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Biase,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Biase,48.4245,0.0,48.4245,48.4245,1
2025-01-15,ADM2,Biase,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Bichi,5.935499999999999,0.0,0.0,0.0,0
2024-08-24,ADM2,Bichi,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Bichi,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Bichi,0.0,0.0,0.0,0.0,0
2024-08-29,ADM2,Bichi,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Bichi,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Bichi,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Bichi,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Bichi,0.0,0.0,0.0,0.0,0
2025-01-01,ADM2,Bichi,4.284000000000001,0.0,4.284000000000001,4.284000000000001,0
2025-01-03,ADM2,Bichi,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Bichi,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Bichi,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Bichi,0.0,0.0,0.0,0.0,0
2025-01-08,ADM2,Bichi,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Bichi,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Bichi,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Bichi,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Bichi,3.8871,0.0,3.8871,3.8871,0
2025-01-15,ADM2,Bichi,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Bida,0.0,0.0,0.0,0.0,0
2024-08-24,ADM2,Bida,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Bida,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Bida,13.8501,0.0,0.0,0.0,0
2024-08-29,ADM2,Bida,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Bida,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Bida,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Bida,19.1358,0.0,0.0,0.0,0
2024-09-03,ADM2,Bida,0.0,0.0,0.0,0.0,0
2025-01-01,ADM2,Bida,0.0,0.0,0.0,0.0,0
2025-01-03,ADM2,Bida,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Bida,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Bida,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Bida,12.042,0.0,12.042,12.042,1
2025-01-08,ADM2,Bida,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Bida,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Bida,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Bida,8.0181,0.0,8.0181,8.0181,1
2025-01-13,ADM2,Bida,0.0,0.0,0.0,0.0,0
2025-01-15,ADM2,Bida,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Billiri,0.0,0.0,0.0,0.0,0
2024-08-24,ADM2,Billiri,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Billiri,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Billiri,0.0,0.0,0.0,0.0,0
2024-08-29,ADM2,Billiri,0.1107,0.0,0.0,0.0,0
2024-08-30,ADM2,Billiri,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Billiri,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Billiri,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Billiri,0.0,0.0,0.0,0.0,0
2025-01-01,ADM2,Billiri,0.0,0.0,0.0,0.0,0
2025-01-03,ADM2,Billiri,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Billiri,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Billiri,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Billiri,0.0,0.0,0.0,0.0,0
2025-01-08,ADM2,Billiri,0.0018,0.0,0.0018,0.0018,0
2025-01-09,ADM2,Billiri,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Billiri,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Billiri,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Billiri,0.0,0.0,0.0,0.0,0
2025-01-15,ADM2,Billiri,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Bindawa,0.4932,0.0,0.0,0.0,0
2024-08-24,ADM2,Bindawa,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Bindawa,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Bindawa,0.0,0.0,0.0,0.0,0
2024-08-29,ADM2,Bindawa,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Bindawa,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Bindawa,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Bindawa,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Bindawa,0.0,0.0,0.0,0.0,0
2025-01-01,ADM2,Bindawa,0.8316,0.0,0.8316,0.8316,0
2025-01-03,ADM2,Bindawa,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Bindawa,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Bindawa,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Bindawa,0.0,0.0,0.0,0.0,0
2025-01-08,ADM2,Bindawa,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Bindawa,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Bindawa,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Bindawa,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Bindawa,0.7128,0.0,0.7128,0.7128,0
2025-01-15,ADM2,Bindawa,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Binji,0.0,0.0,0.0,0.0,0
2024-08-24,ADM2,Binji,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Binji,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Binji,1.08,0.0,0.0,0.0,0
2024-08-29,ADM2,Binji,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Binji,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Binji,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Binji,3.1266,0.0,0.0,0.0,0
2024-09-03,ADM2,Binji,0.0,0.0,0.0,0.0,0
2025-01-01,ADM2,Binji,0.0,0.0,0.0,0.0,0
2025-01-03,ADM2,Binji,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Binji,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Binji,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Binji,1.0395,0.0,1.0395,1.0395,0
2025-01-08,ADM2,Binji,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Binji,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Binji,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Binji,3.5001,0.0,3.5001,3.5001,0
2025-01-13,ADM2,Binji,0.0,0.0,0.0,0.0,0
2025-01-15,ADM2,Binji,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Biriniwa,0.0,0.0,0.0,0.0,0
2024-08-24,ADM2,Biriniwa,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Biriniwa,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Biriniwa,0.0,0.0,0.0,0.0,0
2024-08-29,ADM2,Biriniwa,9.2538,0.0,0.0,0.0,0
2024-08-30,ADM2,Biriniwa,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Biriniwa,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Biriniwa,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Biriniwa,0.0,0.0,0.0,0.0,0
2025-01-01,ADM2,Biriniwa,0.0,0.0,0.0,0.0,0
2025-01-03,ADM2,Biriniwa,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Biriniwa,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Biriniwa,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Biriniwa,0.0,0.0,0.0,0.0,0
2025-01-08,ADM2,Biriniwa,10.953,0.0,10.953,10.953,1
2025-01-09,ADM2,Biriniwa,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Biriniwa,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Biriniwa,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Biriniwa,0.0,0.0,0.0,0.0,0
2025-01-15,ADM2,Biriniwa,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Birnin Gwari,0.0,0.0,0.0,0.0,0
2024-08-24,ADM2,Birnin Gwari,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Birnin Gwari,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Birnin Gwari,0.7704,0.0,0.0,0.0,0
2024-08-29,ADM2,Birnin Gwari,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Birnin Gwari,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Birnin Gwari,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Birnin Gwari,0.0,0.0,0.0,0.0,0
2024-09-03,ADM2,Birnin Gwari,0.0,0.0,0.0,0.0,0
2025-01-01,ADM2,Birnin Gwari,0.0,0.0,0.0,0.0,0
2025-01-03,ADM2,Birnin Gwari,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Birnin Gwari,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Birnin Gwari,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Birnin Gwari,5.625,0.0,5.625,5.625,1
2025-01-08,ADM2,Birnin Gwari,0.0,0.0,0.0,0.0,0
2025-01-09,ADM2,Birnin Gwari,0.0,0.0,0.0,0.0,0
2025-01-10,ADM2,Birnin Gwari,0.0,0.0,0.0,0.0,0
2025-01-11,ADM2,Birnin Gwari,0.0,0.0,0.0,0.0,0
2025-01-13,ADM2,Birnin Gwari,0.0,0.0,0.0,0.0,0
2025-01-15,ADM2,Birnin Gwari,0.0,0.0,0.0,0.0,0
2024-08-22,ADM2,Birnin Kebbi,0.0,0.0,0.0,0.0,0
2024-08-24,ADM2,Birnin Kebbi,0.0,0.0,0.0,0.0,0
2024-08-25,ADM2,Birnin Kebbi,0.0,0.0,0.0,0.0,0
2024-08-27,ADM2,Birnin Kebbi,0.0,0.0,0.0,0.0,0
2024-08-29,ADM2,Birnin Kebbi,0.0,0.0,0.0,0.0,0
2024-08-30,ADM2,Birnin Kebbi,0.0,0.0,0.0,0.0,0
2024-08-31,ADM2,Birnin Kebbi,0.0,0.0,0.0,0.0,0
2024-09-01,ADM2,Birnin Kebbi,148.42170000000002,0.0,0.0,0.0,0
2024-09-03,ADM2,Birnin Kebbi,0.0,0.0,0.0,0.0,0
2025-01-01,ADM2,Birnin Kebbi,0.0,0.0,0.0,0.0,0
2025-01-03,ADM2,Birnin Kebbi,0.0,0.0,0.0,0.0,0
2025-01-04,ADM2,Birnin Kebbi,0.0,0.0,0.0,0.0,0
2025-01-05,ADM2,Birnin Kebbi,0.0,0.0,0.0,0.0,0
2025-01-06,ADM2,Birnin Kebbi,0.0,0.0,0.0,0.0,0
2025-01-08,ADM2,Birnin Kebbi,0.0,0.0,0.0,0.0,0
